hex_string,utf8_string,emoji_desc
1FAD3,\u00f0\u009f\u00ab\u0093,flatbread
1F968,\u00f0\u009f\u00a5\u00a8,pretzel
1F96F,\u00f0\u009f\u00a5\u00af,bagel
1F95E,\u00f0\u009f\u00a5\u009e,pancakes
1F9C7,\u00f0\u009f\u00a7\u0087,waffle
1F9C0,\u00f0\u009f\u00a7\u0080,cheese wedge
1F356,\u00f0\u009f\u008d\u0096,meat on bone
1F357,\u00f0\u009f\u008d\u0097,poultry leg
1F969,\u00f0\u009f\u00a5\u00a9,cut of meat
1F953,\u00f0\u009f\u00a5\u0093,bacon
1F354,\u00f0\u009f\u008d\u0094,hamburger
1F35F,\u00f0\u009f\u008d\u009f,french fries
1F355,\u00f0\u009f\u008d\u0095,pizza
1F32D,\u00f0\u009f\u008c\u00ad,hot dog
1F96A,\u00f0\u009f\u00a5\u00aa,sandwich
1F32E,\u00f0\u009f\u008c\u00ae,taco
1F32F,\u00f0\u009f\u008c\u00af,burrito
1FAD4,\u00f0\u009f\u00ab\u0094,tamale
1F959,\u00f0\u009f\u00a5\u0099,stuffed flatbread
1F9C6,\u00f0\u009f\u00a7\u0086,falafel
1F95A,\u00f0\u009f\u00a5\u009a,egg
1F373,\u00f0\u009f\u008d\u00b3,cooking
1F958,\u00f0\u009f\u00a5\u0098,shallow pan of food
1F372,\u00f0\u009f\u008d\u00b2,pot of food
1FAD5,\u00f0\u009f\u00ab\u0095,fondue
1F963,\u00f0\u009f\u00a5\u00a3,bowl with spoon
1F957,\u00f0\u009f\u00a5\u0097,green salad
1F37F,\u00f0\u009f\u008d\u00bf,popcorn
1F9C8,\u00f0\u009f\u00a7\u0088,butter
1F9C2,\u00f0\u009f\u00a7\u0082,salt
1F96B,\u00f0\u009f\u00a5\u00ab,canned food
1F371,\u00f0\u009f\u008d\u00b1,bento box
1F358,\u00f0\u009f\u008d\u0098,rice cracker
1F359,\u00f0\u009f\u008d\u0099,rice ball
1F35A,\u00f0\u009f\u008d\u009a,cooked rice
1F35B,\u00f0\u009f\u008d\u009b,curry rice
1F35C,\u00f0\u009f\u008d\u009c,steaming bowl
1F35D,\u00f0\u009f\u008d\u009d,spaghetti
1F360,\u00f0\u009f\u008d\u00a0,roasted sweet potato
1F362,\u00f0\u009f\u008d\u00a2,oden
1F363,\u00f0\u009f\u008d\u00a3,sushi
1F364,\u00f0\u009f\u008d\u00a4,fried shrimp
1F365,\u00f0\u009f\u008d\u00a5,fish cake with swirl
1F96E,\u00f0\u009f\u00a5\u00ae,moon cake
1F361,\u00f0\u009f\u008d\u00a1,dango
1F95F,\u00f0\u009f\u00a5\u009f,dumpling
1F960,\u00f0\u009f\u00a5\u00a0,fortune cookie
1F961,\u00f0\u009f\u00a5\u00a1,takeout box
1F980,\u00f0\u009f\u00a6\u0080,crab
1F99E,\u00f0\u009f\u00a6\u009e,lobster
1F990,\u00f0\u009f\u00a6\u0090,shrimp
1F991,\u00f0\u009f\u00a6\u0091,squid
1F9AA,\u00f0\u009f\u00a6\u00aa,oyster
1F366,\u00f0\u009f\u008d\u00a6,soft ice cream
1F367,\u00f0\u009f\u008d\u00a7,shaved ice
1F368,\u00f0\u009f\u008d\u00a8,ice cream
1F369,\u00f0\u009f\u008d\u00a9,doughnut
1F36A,\u00f0\u009f\u008d\u00aa,cookie
1F382,\u00f0\u009f\u008e\u0082,birthday cake
1F370,\u00f0\u009f\u008d\u00b0,shortcake
1F9C1,\u00f0\u009f\u00a7\u0081,cupcake
1F967,\u00f0\u009f\u00a5\u00a7,pie
1F36B,\u00f0\u009f\u008d\u00ab,chocolate bar
1F36C,\u00f0\u009f\u008d\u00ac,candy
1F36D,\u00f0\u009f\u008d\u00ad,lollipop
1F36E,\u00f0\u009f\u008d\u00ae,custard
1F36F,\u00f0\u009f\u008d\u00af,honey pot
1F37C,\u00f0\u009f\u008d\u00bc,baby bottle
1F95B,\u00f0\u009f\u00a5\u009b,glass of milk
2615,\u00e2\u0098\u0095,hot beverage
1FAD6,\u00f0\u009f\u00ab\u0096,teapot
1F375,\u00f0\u009f\u008d\u00b5,teacup without handle
1F376,\u00f0\u009f\u008d\u00b6,sake
1F37E,\u00f0\u009f\u008d\u00be,bottle with popping cork
1F377,\u00f0\u009f\u008d\u00b7,wine glass
1F378,\u00f0\u009f\u008d\u00b8,cocktail glass
1F379,\u00f0\u009f\u008d\u00b9,tropical drink
1F37A,\u00f0\u009f\u008d\u00ba,beer mug
1F37B,\u00f0\u009f\u008d\u00bb,clinking beer mugs
1F942,\u00f0\u009f\u00a5\u0082,clinking glasses
1F943,\u00f0\u009f\u00a5\u0083,tumbler glass
1F964,\u00f0\u009f\u00a5\u00a4,cup with straw
1F9CB,\u00f0\u009f\u00a7\u008b,bubble tea
1F9C3,\u00f0\u009f\u00a7\u0083,beverage box
1F9C9,\u00f0\u009f\u00a7\u0089,mate
1F9CA,\u00f0\u009f\u00a7\u008a,ice
1F962,\u00f0\u009f\u00a5\u00a2,chopsticks
1F37D FE0F,\u00f0\u009f\u008d\u00bd\u00ef\u00b8\u008f,fork and knife with plate
1F37D,\u00f0\u009f\u008d\u00bd,fork and knife with plate
1F374,\u00f0\u009f\u008d\u00b4,fork and knife
1F944,\u00f0\u009f\u00a5\u0084,spoon
1F52A,\u00f0\u009f\u0094\u00aa,kitchen knife
1F3FA,\u00f0\u009f\u008f\u00ba,amphora
1F30D,\u00f0\u009f\u008c\u008d,globe showing Europe-Africa
1F30E,\u00f0\u009f\u008c\u008e,globe showing Americas
1F30F,\u00f0\u009f\u008c\u008f,globe showing Asia-Australia
1F310,\u00f0\u009f\u008c\u0090,globe with meridians
1F5FA FE0F,\u00f0\u009f\u0097\u00ba\u00ef\u00b8\u008f,world map
1F5FA,\u00f0\u009f\u0097\u00ba,world map
1F5FE,\u00f0\u009f\u0097\u00be,map of Japan
1F9ED,\u00f0\u009f\u00a7\u00ad,compass
1F3D4 FE0F,\u00f0\u009f\u008f\u0094\u00ef\u00b8\u008f,snow-capped mountain
1F3D4,\u00f0\u009f\u008f\u0094,snow-capped mountain
26F0 FE0F,\u00e2\u009b\u00b0\u00ef\u00b8\u008f,mountain
26F0,\u00e2\u009b\u00b0,mountain
1F30B,\u00f0\u009f\u008c\u008b,volcano
1F5FB,\u00f0\u009f\u0097\u00bb,mount fuji
1F3D5 FE0F,\u00f0\u009f\u008f\u0095\u00ef\u00b8\u008f,camping
1F3D5,\u00f0\u009f\u008f\u0095,camping
1F3D6 FE0F,\u00f0\u009f\u008f\u0096\u00ef\u00b8\u008f,beach with umbrella
1F3D6,\u00f0\u009f\u008f\u0096,beach with umbrella
1F3DC FE0F,\u00f0\u009f\u008f\u009c\u00ef\u00b8\u008f,desert
1F3DC,\u00f0\u009f\u008f\u009c,desert
1F3DD FE0F,\u00f0\u009f\u008f\u009d\u00ef\u00b8\u008f,desert island
1F3DD,\u00f0\u009f\u008f\u009d,desert island
1F3DE FE0F,\u00f0\u009f\u008f\u009e\u00ef\u00b8\u008f,national park
1F3DE,\u00f0\u009f\u008f\u009e,national park
1F3DF FE0F,\u00f0\u009f\u008f\u009f\u00ef\u00b8\u008f,stadium
1F3DF,\u00f0\u009f\u008f\u009f,stadium
1F3DB FE0F,\u00f0\u009f\u008f\u009b\u00ef\u00b8\u008f,classical building
1F3DB,\u00f0\u009f\u008f\u009b,classical building
1F3D7 FE0F,\u00f0\u009f\u008f\u0097\u00ef\u00b8\u008f,building construction
1F3D7,\u00f0\u009f\u008f\u0097,building construction
1F9F1,\u00f0\u009f\u00a7\u00b1,brick
1FAA8,\u00f0\u009f\u00aa\u00a8,rock
1FAB5,\u00f0\u009f\u00aa\u00b5,wood
1F6D6,\u00f0\u009f\u009b\u0096,hut
1F3D8 FE0F,\u00f0\u009f\u008f\u0098\u00ef\u00b8\u008f,houses
1F3D8,\u00f0\u009f\u008f\u0098,houses
1F3DA FE0F,\u00f0\u009f\u008f\u009a\u00ef\u00b8\u008f,derelict house
1F3DA,\u00f0\u009f\u008f\u009a,derelict house
1F3E0,\u00f0\u009f\u008f\u00a0,house
1F3E1,\u00f0\u009f\u008f\u00a1,house with garden
1F3E2,\u00f0\u009f\u008f\u00a2,office building
1F3E3,\u00f0\u009f\u008f\u00a3,Japanese post office
1F3E4,\u00f0\u009f\u008f\u00a4,post office
1F3E5,\u00f0\u009f\u008f\u00a5,hospital
1F3E6,\u00f0\u009f\u008f\u00a6,bank
1F3E8,\u00f0\u009f\u008f\u00a8,hotel
1F3E9,\u00f0\u009f\u008f\u00a9,love hotel
1F3EA,\u00f0\u009f\u008f\u00aa,convenience store
1F3EB,\u00f0\u009f\u008f\u00ab,school
1F3EC,\u00f0\u009f\u008f\u00ac,department store
1F3ED,\u00f0\u009f\u008f\u00ad,factory
1F3EF,\u00f0\u009f\u008f\u00af,Japanese castle
1F3F0,\u00f0\u009f\u008f\u00b0,castle
1F492,\u00f0\u009f\u0092\u0092,wedding
1F5FC,\u00f0\u009f\u0097\u00bc,Tokyo tower
1F5FD,\u00f0\u009f\u0097\u00bd,Statue of Liberty
26EA,\u00e2\u009b\u00aa,church
1F54C,\u00f0\u009f\u0095\u008c,mosque
1F6D5,\u00f0\u009f\u009b\u0095,hindu temple
1F54D,\u00f0\u009f\u0095\u008d,synagogue
26E9 FE0F,\u00e2\u009b\u00a9\u00ef\u00b8\u008f,shinto shrine
26E9,\u00e2\u009b\u00a9,shinto shrine
1F54B,\u00f0\u009f\u0095\u008b,kaaba
26F2,\u00e2\u009b\u00b2,fountain
26FA,\u00e2\u009b\u00ba,tent
1F301,\u00f0\u009f\u008c\u0081,foggy
1F303,\u00f0\u009f\u008c\u0083,night with stars
1F3D9 FE0F,\u00f0\u009f\u008f\u0099\u00ef\u00b8\u008f,cityscape
1F3D9,\u00f0\u009f\u008f\u0099,cityscape
1F304,\u00f0\u009f\u008c\u0084,sunrise over mountains
1F305,\u00f0\u009f\u008c\u0085,sunrise
1F306,\u00f0\u009f\u008c\u0086,cityscape at dusk
1F307,\u00f0\u009f\u008c\u0087,sunset
1F309,\u00f0\u009f\u008c\u0089,bridge at night
2668 FE0F,\u00e2\u0099\u00a8\u00ef\u00b8\u008f,hot springs
2668,\u00e2\u0099\u00a8,hot springs
1F3A0,\u00f0\u009f\u008e\u00a0,carousel horse
1F3A1,\u00f0\u009f\u008e\u00a1,ferris wheel
1F3A2,\u00f0\u009f\u008e\u00a2,roller coaster
1F488,\u00f0\u009f\u0092\u0088,barber pole
1F3AA,\u00f0\u009f\u008e\u00aa,circus tent
1F682,\u00f0\u009f\u009a\u0082,locomotive
1F683,\u00f0\u009f\u009a\u0083,railway car
1F684,\u00f0\u009f\u009a\u0084,high-speed train
1F685,\u00f0\u009f\u009a\u0085,bullet train
1F686,\u00f0\u009f\u009a\u0086,train
1F687,\u00f0\u009f\u009a\u0087,metro
1F688,\u00f0\u009f\u009a\u0088,light rail
1F689,\u00f0\u009f\u009a\u0089,station
1F68A,\u00f0\u009f\u009a\u008a,tram
1F69D,\u00f0\u009f\u009a\u009d,monorail
1F69E,\u00f0\u009f\u009a\u009e,mountain railway
1F68B,\u00f0\u009f\u009a\u008b,tram car
1F68C,\u00f0\u009f\u009a\u008c,bus
1F68D,\u00f0\u009f\u009a\u008d,oncoming bus
1F68E,\u00f0\u009f\u009a\u008e,trolleybus
1F690,\u00f0\u009f\u009a\u0090,minibus
1F691,\u00f0\u009f\u009a\u0091,ambulance
1F692,\u00f0\u009f\u009a\u0092,fire engine
1F693,\u00f0\u009f\u009a\u0093,police car
1F694,\u00f0\u009f\u009a\u0094,oncoming police car
1F695,\u00f0\u009f\u009a\u0095,taxi
1F696,\u00f0\u009f\u009a\u0096,oncoming taxi
1F697,\u00f0\u009f\u009a\u0097,automobile
1F698,\u00f0\u009f\u009a\u0098,oncoming automobile
1F699,\u00f0\u009f\u009a\u0099,sport utility vehicle
1F6FB,\u00f0\u009f\u009b\u00bb,pickup truck
1F69A,\u00f0\u009f\u009a\u009a,delivery truck
1F69B,\u00f0\u009f\u009a\u009b,articulated lorry
1F69C,\u00f0\u009f\u009a\u009c,tractor
1F3CE FE0F,\u00f0\u009f\u008f\u008e\u00ef\u00b8\u008f,racing car
1F3CE,\u00f0\u009f\u008f\u008e,racing car
1F3CD FE0F,\u00f0\u009f\u008f\u008d\u00ef\u00b8\u008f,motorcycle
1F3CD,\u00f0\u009f\u008f\u008d,motorcycle
1F6F5,\u00f0\u009f\u009b\u00b5,motor scooter
1F9BD,\u00f0\u009f\u00a6\u00bd,manual wheelchair
1F9BC,\u00f0\u009f\u00a6\u00bc,motorized wheelchair
1F6FA,\u00f0\u009f\u009b\u00ba,auto rickshaw
1F6B2,\u00f0\u009f\u009a\u00b2,bicycle
1F6F4,\u00f0\u009f\u009b\u00b4,kick scooter
1F6F9,\u00f0\u009f\u009b\u00b9,skateboard
1F6FC,\u00f0\u009f\u009b\u00bc,roller skate
1F68F,\u00f0\u009f\u009a\u008f,bus stop
1F6E3 FE0F,\u00f0\u009f\u009b\u00a3\u00ef\u00b8\u008f,motorway
1F6E3,\u00f0\u009f\u009b\u00a3,motorway
1F6E4 FE0F,\u00f0\u009f\u009b\u00a4\u00ef\u00b8\u008f,railway track
1F6E4,\u00f0\u009f\u009b\u00a4,railway track
1F6E2 FE0F,\u00f0\u009f\u009b\u00a2\u00ef\u00b8\u008f,oil drum
1F6E2,\u00f0\u009f\u009b\u00a2,oil drum
26FD,\u00e2\u009b\u00bd,fuel pump
1F6A8,\u00f0\u009f\u009a\u00a8,police car light
1F6A5,\u00f0\u009f\u009a\u00a5,horizontal traffic light
1F6A6,\u00f0\u009f\u009a\u00a6,vertical traffic light
1F6D1,\u00f0\u009f\u009b\u0091,stop sign
1F6A7,\u00f0\u009f\u009a\u00a7,construction
2693,\u00e2\u009a\u0093,anchor
26F5,\u00e2\u009b\u00b5,sailboat
1F6F6,\u00f0\u009f\u009b\u00b6,canoe
1F6A4,\u00f0\u009f\u009a\u00a4,speedboat
1F6F3 FE0F,\u00f0\u009f\u009b\u00b3\u00ef\u00b8\u008f,passenger ship
1F6F3,\u00f0\u009f\u009b\u00b3,passenger ship
26F4 FE0F,\u00e2\u009b\u00b4\u00ef\u00b8\u008f,ferry
26F4,\u00e2\u009b\u00b4,ferry
1F6E5 FE0F,\u00f0\u009f\u009b\u00a5\u00ef\u00b8\u008f,motor boat
1F6E5,\u00f0\u009f\u009b\u00a5,motor boat
1F6A2,\u00f0\u009f\u009a\u00a2,ship
2708 FE0F,\u00e2\u009c\u0088\u00ef\u00b8\u008f,airplane
2708,\u00e2\u009c\u0088,airplane
1F6E9 FE0F,\u00f0\u009f\u009b\u00a9\u00ef\u00b8\u008f,small airplane
1F6E9,\u00f0\u009f\u009b\u00a9,small airplane
1F6EB,\u00f0\u009f\u009b\u00ab,airplane departure
1F6EC,\u00f0\u009f\u009b\u00ac,airplane arrival
1FA82,\u00f0\u009f\u00aa\u0082,parachute
1F4BA,\u00f0\u009f\u0092\u00ba,seat
1F681,\u00f0\u009f\u009a\u0081,helicopter
1F69F,\u00f0\u009f\u009a\u009f,suspension railway
1F6A0,\u00f0\u009f\u009a\u00a0,mountain cableway
1F6A1,\u00f0\u009f\u009a\u00a1,aerial tramway
1F6F0 FE0F,\u00f0\u009f\u009b\u00b0\u00ef\u00b8\u008f,satellite
1F6F0,\u00f0\u009f\u009b\u00b0,satellite
1F680,\u00f0\u009f\u009a\u0080,rocket
1F6F8,\u00f0\u009f\u009b\u00b8,flying saucer
1F6CE FE0F,\u00f0\u009f\u009b\u008e\u00ef\u00b8\u008f,bellhop bell
1F6CE,\u00f0\u009f\u009b\u008e,bellhop bell
1F9F3,\u00f0\u009f\u00a7\u00b3,luggage
231B,\u00e2\u008c\u009b,hourglass done
23F3,\u00e2\u008f\u00b3,hourglass not done
231A,\u00e2\u008c\u009a,watch
23F0,\u00e2\u008f\u00b0,alarm clock
23F1 FE0F,\u00e2\u008f\u00b1\u00ef\u00b8\u008f,stopwatch
23F1,\u00e2\u008f\u00b1,stopwatch
23F2 FE0F,\u00e2\u008f\u00b2\u00ef\u00b8\u008f,timer clock
23F2,\u00e2\u008f\u00b2,timer clock
1F570 FE0F,\u00f0\u009f\u0095\u00b0\u00ef\u00b8\u008f,mantelpiece clock
1F570,\u00f0\u009f\u0095\u00b0,mantelpiece clock
1F55B,\u00f0\u009f\u0095\u009b,twelve o’clock
1F567,\u00f0\u009f\u0095\u00a7,twelve-thirty
1F550,\u00f0\u009f\u0095\u0090,one o’clock
1F55C,\u00f0\u009f\u0095\u009c,one-thirty
1F551,\u00f0\u009f\u0095\u0091,two o’clock
1F55D,\u00f0\u009f\u0095\u009d,two-thirty
1F552,\u00f0\u009f\u0095\u0092,three o’clock
1F55E,\u00f0\u009f\u0095\u009e,three-thirty
1F553,\u00f0\u009f\u0095\u0093,four o’clock
1F55F,\u00f0\u009f\u0095\u009f,four-thirty
1F554,\u00f0\u009f\u0095\u0094,five o’clock
1F560,\u00f0\u009f\u0095\u00a0,five-thirty
1F555,\u00f0\u009f\u0095\u0095,six o’clock
1F561,\u00f0\u009f\u0095\u00a1,six-thirty
1F556,\u00f0\u009f\u0095\u0096,seven o’clock
1F562,\u00f0\u009f\u0095\u00a2,seven-thirty
1F557,\u00f0\u009f\u0095\u0097,eight o’clock
1F563,\u00f0\u009f\u0095\u00a3,eight-thirty
1F558,\u00f0\u009f\u0095\u0098,nine o’clock
1F564,\u00f0\u009f\u0095\u00a4,nine-thirty
1F559,\u00f0\u009f\u0095\u0099,ten o’clock
1F565,\u00f0\u009f\u0095\u00a5,ten-thirty
1F55A,\u00f0\u009f\u0095\u009a,eleven o’clock
1F566,\u00f0\u009f\u0095\u00a6,eleven-thirty
1F311,\u00f0\u009f\u008c\u0091,new moon
1F312,\u00f0\u009f\u008c\u0092,waxing crescent moon
1F313,\u00f0\u009f\u008c\u0093,first quarter moon
1F314,\u00f0\u009f\u008c\u0094,waxing gibbous moon
1F315,\u00f0\u009f\u008c\u0095,full moon
1F316,\u00f0\u009f\u008c\u0096,waning gibbous moon
1F317,\u00f0\u009f\u008c\u0097,last quarter moon
1F318,\u00f0\u009f\u008c\u0098,waning crescent moon
1F319,\u00f0\u009f\u008c\u0099,crescent moon
1F31A,\u00f0\u009f\u008c\u009a,new moon face
1F31B,\u00f0\u009f\u008c\u009b,first quarter moon face
1F31C,\u00f0\u009f\u008c\u009c,last quarter moon face
1F321 FE0F,\u00f0\u009f\u008c\u00a1\u00ef\u00b8\u008f,thermometer
1F321,\u00f0\u009f\u008c\u00a1,thermometer
2600 FE0F,\u00e2\u0098\u0080\u00ef\u00b8\u008f,sun
2600,\u00e2\u0098\u0080,sun
1F31D,\u00f0\u009f\u008c\u009d,full moon face
1F31E,\u00f0\u009f\u008c\u009e,sun with face
1FA90,\u00f0\u009f\u00aa\u0090,ringed planet
2B50,\u00e2\u00ad\u0090,star
1F31F,\u00f0\u009f\u008c\u009f,glowing star
1F320,\u00f0\u009f\u008c\u00a0,shooting star
1F30C,\u00f0\u009f\u008c\u008c,milky way
2601 FE0F,\u00e2\u0098\u0081\u00ef\u00b8\u008f,cloud
2601,\u00e2\u0098\u0081,cloud
26C5,\u00e2\u009b\u0085,sun behind cloud
26C8 FE0F,\u00e2\u009b\u0088\u00ef\u00b8\u008f,cloud with lightning and rain
26C8,\u00e2\u009b\u0088,cloud with lightning and rain
1F324 FE0F,\u00f0\u009f\u008c\u00a4\u00ef\u00b8\u008f,sun behind small cloud
1F324,\u00f0\u009f\u008c\u00a4,sun behind small cloud
1F325 FE0F,\u00f0\u009f\u008c\u00a5\u00ef\u00b8\u008f,sun behind large cloud
1F325,\u00f0\u009f\u008c\u00a5,sun behind large cloud
1F326 FE0F,\u00f0\u009f\u008c\u00a6\u00ef\u00b8\u008f,sun behind rain cloud
1F326,\u00f0\u009f\u008c\u00a6,sun behind rain cloud
1F327 FE0F,\u00f0\u009f\u008c\u00a7\u00ef\u00b8\u008f,cloud with rain
1F327,\u00f0\u009f\u008c\u00a7,cloud with rain
1F328 FE0F,\u00f0\u009f\u008c\u00a8\u00ef\u00b8\u008f,cloud with snow
1F328,\u00f0\u009f\u008c\u00a8,cloud with snow
1F329 FE0F,\u00f0\u009f\u008c\u00a9\u00ef\u00b8\u008f,cloud with lightning
1F329,\u00f0\u009f\u008c\u00a9,cloud with lightning
1F32A FE0F,\u00f0\u009f\u008c\u00aa\u00ef\u00b8\u008f,tornado
1F32A,\u00f0\u009f\u008c\u00aa,tornado
1F32B FE0F,\u00f0\u009f\u008c\u00ab\u00ef\u00b8\u008f,fog
1F32B,\u00f0\u009f\u008c\u00ab,fog
1F32C FE0F,\u00f0\u009f\u008c\u00ac\u00ef\u00b8\u008f,wind face
1F32C,\u00f0\u009f\u008c\u00ac,wind face
1F300,\u00f0\u009f\u008c\u0080,cyclone
1F308,\u00f0\u009f\u008c\u0088,rainbow
1F302,\u00f0\u009f\u008c\u0082,closed umbrella
2602 FE0F,\u00e2\u0098\u0082\u00ef\u00b8\u008f,umbrella
2602,\u00e2\u0098\u0082,umbrella
2614,\u00e2\u0098\u0094,umbrella with rain drops
26F1 FE0F,\u00e2\u009b\u00b1\u00ef\u00b8\u008f,umbrella on ground
26F1,\u00e2\u009b\u00b1,umbrella on ground
26A1,\u00e2\u009a\u00a1,high voltage
2744 FE0F,\u00e2\u009d\u0084\u00ef\u00b8\u008f,snowflake
2744,\u00e2\u009d\u0084,snowflake
2603 FE0F,\u00e2\u0098\u0083\u00ef\u00b8\u008f,snowman
2603,\u00e2\u0098\u0083,snowman
26C4,\u00e2\u009b\u0084,snowman without snow
2604 FE0F,\u00e2\u0098\u0084\u00ef\u00b8\u008f,comet
2604,\u00e2\u0098\u0084,comet
1F525,\u00f0\u009f\u0094\u00a5,fire
1F4A7,\u00f0\u009f\u0092\u00a7,droplet
1F30A,\u00f0\u009f\u008c\u008a,water wave
1F383,\u00f0\u009f\u008e\u0083,jack-o-lantern
1F384,\u00f0\u009f\u008e\u0084,Christmas tree
1F386,\u00f0\u009f\u008e\u0086,fireworks
1F387,\u00f0\u009f\u008e\u0087,sparkler
1F9E8,\u00f0\u009f\u00a7\u00a8,firecracker
2728,\u00e2\u009c\u00a8,sparkles
1F388,\u00f0\u009f\u008e\u0088,balloon
1F389,\u00f0\u009f\u008e\u0089,party popper
1F38A,\u00f0\u009f\u008e\u008a,confetti ball
1F38B,\u00f0\u009f\u008e\u008b,tanabata tree
1F38D,\u00f0\u009f\u008e\u008d,pine decoration
1F38E,\u00f0\u009f\u008e\u008e,Japanese dolls
1F38F,\u00f0\u009f\u008e\u008f,carp streamer
1F390,\u00f0\u009f\u008e\u0090,wind chime
1F391,\u00f0\u009f\u008e\u0091,moon viewing ceremony
1F9E7,\u00f0\u009f\u00a7\u00a7,red envelope
1F380,\u00f0\u009f\u008e\u0080,ribbon
1F381,\u00f0\u009f\u008e\u0081,wrapped gift
1F397 FE0F,\u00f0\u009f\u008e\u0097\u00ef\u00b8\u008f,reminder ribbon
1F397,\u00f0\u009f\u008e\u0097,reminder ribbon
1F39F FE0F,\u00f0\u009f\u008e\u009f\u00ef\u00b8\u008f,admission tickets
1F39F,\u00f0\u009f\u008e\u009f,admission tickets
1F3AB,\u00f0\u009f\u008e\u00ab,ticket
1F396 FE0F,\u00f0\u009f\u008e\u0096\u00ef\u00b8\u008f,military medal
1F396,\u00f0\u009f\u008e\u0096,military medal
1F3C6,\u00f0\u009f\u008f\u0086,trophy
1F3C5,\u00f0\u009f\u008f\u0085,sports medal
1F947,\u00f0\u009f\u00a5\u0087,1st place medal
1F948,\u00f0\u009f\u00a5\u0088,2nd place medal
1F949,\u00f0\u009f\u00a5\u0089,3rd place medal
26BD,\u00e2\u009a\u00bd,soccer ball
26BE,\u00e2\u009a\u00be,baseball
1F94E,\u00f0\u009f\u00a5\u008e,softball
1F3C0,\u00f0\u009f\u008f\u0080,basketball
1F3D0,\u00f0\u009f\u008f\u0090,volleyball
1F3C8,\u00f0\u009f\u008f\u0088,american football
1F3C9,\u00f0\u009f\u008f\u0089,rugby football
1F3BE,\u00f0\u009f\u008e\u00be,tennis
1F94F,\u00f0\u009f\u00a5\u008f,flying disc
1F3B3,\u00f0\u009f\u008e\u00b3,bowling
1F3CF,\u00f0\u009f\u008f\u008f,cricket game
1F3D1,\u00f0\u009f\u008f\u0091,field hockey
1F3D2,\u00f0\u009f\u008f\u0092,ice hockey
1F94D,\u00f0\u009f\u00a5\u008d,lacrosse
1F3D3,\u00f0\u009f\u008f\u0093,ping pong
1F3F8,\u00f0\u009f\u008f\u00b8,badminton
1F94A,\u00f0\u009f\u00a5\u008a,boxing glove
1F94B,\u00f0\u009f\u00a5\u008b,martial arts uniform
1F945,\u00f0\u009f\u00a5\u0085,goal net
26F3,\u00e2\u009b\u00b3,flag in hole
26F8 FE0F,\u00e2\u009b\u00b8\u00ef\u00b8\u008f,ice skate
26F8,\u00e2\u009b\u00b8,ice skate
1F3A3,\u00f0\u009f\u008e\u00a3,fishing pole
1F93F,\u00f0\u009f\u00a4\u00bf,diving mask
1F3BD,\u00f0\u009f\u008e\u00bd,running shirt
1F3BF,\u00f0\u009f\u008e\u00bf,skis
1F6F7,\u00f0\u009f\u009b\u00b7,sled
1F94C,\u00f0\u009f\u00a5\u008c,curling stone
1F3AF,\u00f0\u009f\u008e\u00af,direct hit
1FA80,\u00f0\u009f\u00aa\u0080,yo-yo
1FA81,\u00f0\u009f\u00aa\u0081,kite
1F3B1,\u00f0\u009f\u008e\u00b1,pool 8 ball
1F52E,\u00f0\u009f\u0094\u00ae,crystal ball
1FA84,\u00f0\u009f\u00aa\u0084,magic wand
1F9FF,\u00f0\u009f\u00a7\u00bf,nazar amulet
1F3AE,\u00f0\u009f\u008e\u00ae,video game
1F579 FE0F,\u00f0\u009f\u0095\u00b9\u00ef\u00b8\u008f,joystick
1F579,\u00f0\u009f\u0095\u00b9,joystick
1F3B0,\u00f0\u009f\u008e\u00b0,slot machine
1F3B2,\u00f0\u009f\u008e\u00b2,game die
1F9E9,\u00f0\u009f\u00a7\u00a9,puzzle piece
1F9F8,\u00f0\u009f\u00a7\u00b8,teddy bear
1FA85,\u00f0\u009f\u00aa\u0085,piñata
1FA86,\u00f0\u009f\u00aa\u0086,nesting dolls
2660 FE0F,\u00e2\u0099\u00a0\u00ef\u00b8\u008f,spade suit
2660,\u00e2\u0099\u00a0,spade suit
2665 FE0F,\u00e2\u0099\u00a5\u00ef\u00b8\u008f,heart suit
2665,\u00e2\u0099\u00a5,heart suit
2666 FE0F,\u00e2\u0099\u00a6\u00ef\u00b8\u008f,diamond suit
2666,\u00e2\u0099\u00a6,diamond suit
2663 FE0F,\u00e2\u0099\u00a3\u00ef\u00b8\u008f,club suit
2663,\u00e2\u0099\u00a3,club suit
265F FE0F,\u00e2\u0099\u009f\u00ef\u00b8\u008f,chess pawn
265F,\u00e2\u0099\u009f,chess pawn
1F0CF,\u00f0\u009f\u0083\u008f,joker
1F004,\u00f0\u009f\u0080\u0084,mahjong red dragon
1F3B4,\u00f0\u009f\u008e\u00b4,flower playing cards
1F3AD,\u00f0\u009f\u008e\u00ad,performing arts
1F5BC FE0F,\u00f0\u009f\u0096\u00bc\u00ef\u00b8\u008f,framed picture
1F5BC,\u00f0\u009f\u0096\u00bc,framed picture
1F3A8,\u00f0\u009f\u008e\u00a8,artist palette
1F9F5,\u00f0\u009f\u00a7\u00b5,thread
1FAA1,\u00f0\u009f\u00aa\u00a1,sewing needle
1F9F6,\u00f0\u009f\u00a7\u00b6,yarn
1FAA2,\u00f0\u009f\u00aa\u00a2,knot
1F453,\u00f0\u009f\u0091\u0093,glasses
